Name: Anonre, Pop. 27233508, Seats: 1, D: 1.4142135623730951, PD: 1.925699818229809E7
Name: Dibeer, Pop. 34657043, Seats: 2, D: 2.449489742783178, PD: 1.4148678557282591E7
Name: Geedve, Pop. 31539774, Seats: 2, D: 2.449489742783178, PD: 1.2876058817116596E7
Name: Enised, Pop. 35987803, Seats: 2, D: 2.449489742783178, PD: 1.4691959052300282E7
Name: Biesti, Pop. 31680988, Seats: 2, D: 2.449489742783178, PD: 1.293370919120616E7
Name: Bireza, Pop. 35411804, Seats: 2, D: 2.449489742783178, PD: 1.4456808445241388E7
Name: Quried, Pop. 3752049, Seats: 1, D: 1.4142135623730951, PD: 2653099.291244204
Name: Veace, Pop. 25779895, Seats: 1, D: 1.4142135623730951, PD: 1.822913857277717E7
Name: Laenin, Pop. 281454162, Seats: 15, D: 15.491933384829668, PD: 1.8167788035779405E7
Name: Diquce, Pop. 28505742, Seats: 2, D: 2.449489742783178, PD: 1.1637420439903941E7
Name: Arlaenre, Pop. 16220156, Seats: 1, D: 1.4142135623730951, PD: 1.1469382299503665E7
Name: Quvere Amace, Pop. 34036260, Seats: 2, D: 2.449489742783178, PD: 1.3895244958783563E7
Name: Georerin, Pop. 21243579, Seats: 1, D: 1.4142135623730951, PD: 1.5021478767572135E7
Name: Inbila, Pop. 37159964, Seats: 2, D: 2.449489742783178, PD: 1.5170491776698694E7
Name: Erraza, Pop. 30743721, Seats: 2, D: 2.449489742783178, PD: 1.2551071540747967E7
Name: Atzaquon, Pop. 29182784, Seats: 2, D: 2.449489742783178, PD: 1.1913821678976174E7
Name: Anceisxe II, Pop. 25795940, Seats: 1, D: 1.4142135623730951, PD: 1.8240484101081308E7
Name: Isatbi, Pop. 185520635, Seats: 10, D: 10.488088481701515, PD: 1.7688698500558645E7
Name: Usbexeat, Pop. 36677395, Seats: 2, D: 2.449489742783178, PD: 1.4973483807417838E7
Name: Reatbe, Pop. 23116365, Seats: 1, D: 1.4142135623730951, PD: 1.6345738447883364E7
Name: Usisdi, Pop. 26519995, Seats: 1, D: 1.4142135623730951, PD: 1.8752468301533334E7
Name: Tiinrixe, Pop. 20358126, Seats: 1, D: 1.4142135623730951, PD: 1.4395368946850164E7
Name: Ansodi, Pop. 24399519, Seats: 1, D: 1.4142135623730951, PD: 1.7253065342590008E7
Name: Atsola, Pop. 20485262, Seats: 1, D: 1.4142135623730951, PD: 1.4485267674583096E7
Name: Gerain, Pop. 33613033, Seats: 2, D: 2.449489742783178, PD: 1.3722463259555414E7
Name: Tied, Pop. 25580879, Seats: 1, D: 1.4142135623730951, PD: 1.808841300961255E7
Name: Maeson, Pop. 194817542, Seats: 10, D: 10.488088481701515, PD: 1.8575123802578192E7
Name: Ribeti, Pop. 250585201, Seats: 13, D: 13.490737563232042, PD: 1.857461090066347E7
Name: Onsoarxe, Pop. 24086411, Seats: 1, D: 1.4142135623730951, PD: 1.703166455254625E7
Name: Atorer, Pop. 21562386, Seats: 1, D: 1.4142135623730951, PD: 1.5246909359161874E7
Name: Edorge, Pop. 24933767, Seats: 1, D: 1.4142135623730951, PD: 1.7630835726225358E7
Name: Orquge, Pop. 32567908, Seats: 2, D: 2.449489742783178, PD: 1.329579276498437E7
Name: Arerar, Pop. 205601022, Seats: 11, D: 11.489125293076057, PD: 1.7895271985927932E7
Name: Tileuste, Pop. 4246005, Seats: 1, D: 1.4142135623730951, PD: 3002378.9284519865
Name: Inques, Pop. 39140599, Seats: 2, D: 2.449489742783178, PD: 1.5979082629481588E7
Name: Qugema, Pop. 29145924, Seats: 2, D: 2.449489742783178, PD: 1.1898773646989677E7
Name: Zasoqu, Pop. 224311755, Seats: 12, D: 12.489995996796797, PD: 1.7959313602464512E7
Name: Biesbi, Pop. 417042201, Seats: 22, D: 22.494443758403985, PD: 1.8539787223864645E7
Name: Ersoveor, Pop. 284138387, Seats: 15, D: 15.491933384829668, PD: 1.83410540144873E7
Name: Ceuser, Pop. 32601574, Seats: 2, D: 2.449489742783178, PD: 1.3309536851931125E7
Name: Leatra, Pop. 37687014, Seats: 2, D: 2.449489742783178, PD: 1.5385659038187673E7
Name: Maxe, Pop. 251367518, Seats: 13, D: 13.490737563232042, PD: 1.8632600094829705E7
Name: Bieran, Pop. 363494560, Seats: 19, D: 19.493588689617926, PD: 1.864687748303591E7
Name: Isried, Pop. 32905704, Seats: 2, D: 2.449489742783178, PD: 1.34336974045099E7
Name: Zaribe, Pop. 36877963, Seats: 2, D: 2.449489742783178, PD: 1.5055365350539595E7
Name: Xexeis, Pop. 37321055, Seats: 2, D: 2.449489742783178, PD: 1.5236256902057808E7
Name: Veerange, Pop. 24153397, Seats: 1, D: 1.4142135623730951, PD: 1.7079030807390813E7
Name: Laanbe, Pop. 34227983, Seats: 2, D: 2.449489742783178, PD: 1.3973515545776166E7
Name: Tizais, Pop. 46472155, Seats: 2, D: 2.449489742783178, PD: 1.8972177832921665E7
Name: Madige, Pop. 26610471, Seats: 1, D: 1.4142135623730951, PD: 1.8816444494667966E7
Name: Ingece, Pop. 36186463, Seats: 2, D: 2.449489742783178, PD: 1.4773061657683833E7
Name: Anleor, Pop. 24304856, Seats: 1, D: 1.4142135623730951, PD: 1.7186128493362546E7
Name: Riaen, Pop. 29541758, Seats: 2, D: 2.449489742783178, PD: 1.206037220079715E7
Name: Zatibi, Pop. 37114066, Seats: 2, D: 2.449489742783178, PD: 1.5151753996662984E7
Name: Userxe, Pop. 307180379, Seats: 16, D: 16.492422502470642, PD: 1.8625546304915663E7
Name: Biatre, Pop. 303263349, Seats: 16, D: 16.492422502470642, PD: 1.8388041475081645E7
Name: Arzaza, Pop. 325709576, Seats: 17, D: 17.4928556845359, PD: 1.8619577150455486E7
Name: Ormari, Pop. 280372790, Seats: 15, D: 15.491933384829668, PD: 1.809798577332849E7
Name: Quso, Pop. 21833197, Seats: 1, D: 1.4142135623730951, PD: 1.5438401653681785E7
Name: Aria, Pop. 31048099, Seats: 2, D: 2.449489742783178, PD: 1.2675333338902775E7
Name: Quleso, Pop. 21853628, Seats: 1, D: 1.4142135623730951, PD: 1.5452848552328207E7
Name: Titivere, Pop. 35853893, Seats: 2, D: 2.449489742783178, PD: 1.4637290523724265E7
Name: Enti, Pop. 37826614, Seats: 2, D: 2.449489742783178, PD: 1.5442650499536429E7
Name: Xetire, Pop. 25678670, Seats: 1, D: 1.4142135623730951, PD: 1.815756168885156E7
Name: Ononla, Pop. 35177232, Seats: 2, D: 2.449489742783178, PD: 1.4361044827250699E7
Name: Retion, Pop. 13261922, Seats: 1, D: 1.4142135623730951, PD: 9377594.97776706
Name: Socebi, Pop. 20054741, Seats: 1, D: 1.4142135623730951, PD: 1.4180843356039882E7
Name: Cevege, Pop. 283999151, Seats: 15, D: 15.491933384829668, PD: 1.833206636933409E7
Name: Rearre, Pop. 24726958, Seats: 1, D: 1.4142135623730951, PD: 1.748459967991495E7
Name: Esxequ, Pop. 229989337, Seats: 12, D: 12.489995996796797, PD: 1.841388396433301E7
Name: Laesen, Pop. 36502520, Seats: 2, D: 2.449489742783178, PD: 1.4902091387622971E7
Name: Enororve, Pop. 24913913, Seats: 1, D: 1.4142135623730951, PD: 1.761679682819168E7
Name: Xemabedi, Pop. 345581112, Seats: 18, D: 18.49324200890693, PD: 1.8686886368196405E7
Name: Oronor, Pop. 33183102, Seats: 2, D: 2.449489742783178, PD: 1.3546944663787995E7
Name: Dimaqu, Pop. 414353986, Seats: 22, D: 22.494443758403985, PD: 1.8420281490410104E7
Name: Veceon, Pop. 27817500, Seats: 2, D: 2.449489742783178, PD: 1.1356446819978511E7
Name: Zabece, Pop. 35818337, Seats: 2, D: 2.449489742783178, PD: 1.4622774847508533E7
Name: Tilate, Pop. 29524868, Seats: 2, D: 2.449489742783178, PD: 1.2053476887171216E7
Name: Tilain, Pop. 29090685, Seats: 2, D: 2.449489742783178, PD: 1.1876222419672744E7
Name: Raso, Pop. 3875389, Seats: 1, D: 1.4142135623730951, PD: 2740313.841635753
Name: Rabiza, Pop. 22094748, Seats: 1, D: 1.4142135623730951, PD: 1.5623346139407907E7
Name: Reedve, Pop. 24763225, Seats: 1, D: 1.4142135623730951, PD: 1.7510244321548242E7
Name: Arsoar, Pop. 30592388, Seats: 2, D: 2.449489742783178, PD: 1.2489290102207199E7
Name: Laerqu, Pop. 19066929, Seats: 1, D: 1.4142135623730951, PD: 1.3482354792302437E7
Name: Anordi, Pop. 25101264, Seats: 1, D: 1.4142135623730951, PD: 1.7749273990753762E7
Name: Aatus, Pop. 271700681, Seats: 14, D: 14.491376746189438, PD: 1.8749128240796357E7
Name: Enusa, Pop. 361294482, Seats: 19, D: 19.493588689617926, PD: 1.853401586299097E7
Name: Berilaed, Pop. 35691842, Seats: 2, D: 2.449489742783178, PD: 1.4571133480006307E7
Name: Leatti, Pop. 30431193, Seats: 2, D: 2.449489742783178, PD: 1.2423482519025875E7
Name: Rimama, Pop. 35595424, Seats: 2, D: 2.449489742783178, PD: 1.4531770996336361E7
Name: Atbeis, Pop. 38045953, Seats: 2, D: 2.449489742783178, PD: 1.5532195271318482E7
Name: Enarvean, Pop. 30521804, Seats: 2, D: 2.449489742783178, PD: 1.2460474304873098E7
Name: Tigeer, Pop. 32980331, Seats: 2, D: 2.449489742783178, PD: 1.3464163749682346E7
Name: Edxezatexeis, Pop. 21249021, Seats: 1, D: 1.4142135623730951, PD: 1.5025326842675352E7
Name: Xesoes, Pop. 22398571, Seats: 1, D: 1.4142135623730951, PD: 1.5838181442988347E7
Name: Riesa, Pop. 24726840, Seats: 1, D: 1.4142135623730951, PD: 1.748451624131477E7
Name: Atisan, Pop. 36831764, Seats: 2, D: 2.449489742783178, PD: 1.5036504687768454E7
Name: Usrion, Pop. 304817605, Seats: 16, D: 16.492422502470642, PD: 1.8482282087688264E7
Name: Onso, Pop. 30636764, Seats: 2, D: 2.449489742783178, PD: 1.2507406528344823E7
Name: Ceveti, Pop. 26065547, Seats: 1, D: 1.4142135623730951, PD: 1.843112503903667E7
Name: Cesoat, Pop. 324962758, Seats: 17, D: 17.4928556845359, PD: 1.8576884407002497E7
Name: Uscein, Pop. 301367217, Seats: 16, D: 16.492422502470642, PD: 1.8273071585138798E7
Name: Onxeti XII, Pop. 204950378, Seats: 11, D: 11.489125293076057, PD: 1.783864069473711E7
Name: Lala, Pop. 21350509, Seats: 1, D: 1.4142135623730951, PD: 1.5097089695684412E7
Name: Sobeus, Pop. 41478762, Seats: 2, D: 2.449489742783178, PD: 1.6933633677057445E7
Name: Onrace, Pop. 22839488, Seats: 1, D: 1.4142135623730951, PD: 1.6149956843628777E7
Name: Inesti, Pop. 20147302, Seats: 1, D: 1.4142135623730951, PD: 1.424629386681329E7
Name: Diquaes, Pop. 30066517, Seats: 2, D: 2.449489742783178, PD: 1.2274604165452676E7
Name: Xeraqu, Pop. 23460864, Seats: 1, D: 1.4142135623730951, PD: 1.658933602689535E7
Name: Raatat, Pop. 25741828, Seats: 1, D: 1.4142135623730951, PD: 1.820222113893774E7
Name: Beatza, Pop. 38803081, Seats: 2, D: 2.449489742783178, PD: 1.5841291482980806E7
Name: Geusonanat, Pop. 20649957, Seats: 1, D: 1.4142135623730951, PD: 1.4601724625910614E7
Name: Erzaxema, Pop. 32451149, Seats: 2, D: 2.449489742783178, PD: 1.3248126102838099E7
Name: Areer, Pop. 33728398, Seats: 2, D: 2.449489742783178, PD: 1.3769560823584778E7
Name: Ritiat, Pop. 25265799, Seats: 1, D: 1.4142135623730951, PD: 1.786561780499629E7
Name: Edisoranbi, Pop. 23124016, Seats: 1, D: 1.4142135623730951, PD: 1.6351148521866223E7
Name: Ceonra, Pop. 35676459, Seats: 2, D: 2.449489742783178, PD: 1.4564853396554101E7
Name: Isedso, Pop. 279207073, Seats: 15, D: 15.491933384829668, PD: 1.8022739064538643E7
Name: Arxeve, Pop. 44369171, Seats: 2, D: 2.449489742783178, PD: 1.811363821004881E7
Name: Legeonus, Pop. 25504828, Seats: 1, D: 1.4142135623730951, PD: 1.803463683179653E7
Name: Diusra, Pop. 26153318, Seats: 1, D: 1.4142135623730951, PD: 1.8493188508328192E7
Name: Orbeat, Pop. 318394769, Seats: 17, D: 17.4928556845359, PD: 1.8201417466758646E7
Name: Geenon, Pop. 22741805, Seats: 1, D: 1.4142135623730951, PD: 1.6080884531922132E7
Name: Erqued, Pop. 241770094, Seats: 13, D: 13.490737563232042, PD: 1.792119169665902E7
Name: Rieszabe, Pop. 35576840, Seats: 2, D: 2.449489742783178, PD: 1.4524184110106383E7
Name: Texeza, Pop. 41393517, Seats: 2, D: 2.449489742783178, PD: 1.6898832551536854E7
Name: Terea, Pop. 36323698, Seats: 2, D: 2.449489742783178, PD: 1.4829087611825641E7
Name: Atsoquis, Pop. 171731494, Seats: 9, D: 9.486832980505138, PD: 1.8102088900784668E7
Name: Bicera, Pop. 339195547, Seats: 18, D: 18.49324200890693, PD: 1.834159455852212E7
Name: Usaes, Pop. 279766392, Seats: 15, D: 15.491933384829668, PD: 1.8058842950742263E7
Name: Lebier, Pop. 43590583, Seats: 2, D: 2.449489742783178, PD: 1.779578099007313E7
Name: Anbearla, Pop. 35812464, Seats: 2, D: 2.449489742783178, PD: 1.4620377205298638E7
Name: Tegema, Pop. 3304762, Seats: 1, D: 1.4142135623730951, PD: 2336819.620407617
Name: Gezaso, Pop. 42389494, Seats: 2, D: 2.449489742783178, PD: 1.730543845912818E7
Name: Riate, Pop. 21112400, Seats: 1, D: 1.4142135623730951, PD: 1.4928721207122864E7
Name: Arrabi, Pop. 36656447, Seats: 2, D: 2.449489742783178, PD: 1.4964931822229201E7
Name: Zama, Pop. 24511827, Seats: 1, D: 1.4142135623730951, PD: 1.7332479090971507E7
Name: Atsoar, Pop. 289264946, Seats: 15, D: 15.491933384829668, PD: 1.867197197499313E7
Name: Rezavetere, Pop. 24276381, Seats: 1, D: 1.4142135623730951, PD: 1.716599362776826E7
Name: Leendi, Pop. 27549070, Seats: 2, D: 2.449489742783178, PD: 1.1246860731369296E7
Name: Erinbe, Pop. 23503580, Seats: 1, D: 1.4142135623730951, PD: 1.6619540800160514E7
Name: Enesan, Pop. 20345705, Seats: 1, D: 1.4142135623730951, PD: 1.4386585973521044E7
Name: Bigeti, Pop. 27809891, Seats: 2, D: 2.449489742783178, PD: 1.1353340458736371E7
Name: Rearen, Pop. 17314888, Seats: 1, D: 1.4142135623730951, PD: 1.2243474720285576E7
Name: Usce, Pop. 34317614, Seats: 2, D: 2.449489742783178, PD: 1.4010107248298733E7
Name: Ustedi, Pop. 34092626, Seats: 2, D: 2.449489742783178, PD: 1.391825628192385E7
Name: Aedte, Pop. 24102676, Seats: 1, D: 1.4142135623730951, PD: 1.704316564434225E7
Name: Lecein, Pop. 29090016, Seats: 2, D: 2.449489742783178, PD: 1.1875949301566424E7
Name: Inlequ Edtied, Pop. 32830539, Seats: 2, D: 2.449489742783178, PD: 1.3403011421757184E7
Name: Ermati, Pop. 31882481, Seats: 2, D: 2.449489742783178, PD: 1.3015968363996595E7
Name: Laatlaar, Pop. 221266880, Seats: 12, D: 12.489995996796797, PD: 1.771552849630588E7
Name: Tigeti, Pop. 22394749, Seats: 1, D: 1.4142135623730951, PD: 1.5835478880870653E7
Name: Edises, Pop. 33154411, Seats: 2, D: 2.449489742783178, PD: 1.3535231612086296E7
Name: Betia, Pop. 3346822, Seats: 1, D: 1.4142135623730951, PD: 2366560.531624323
Name: Arrice, Pop. 31618519, Seats: 2, D: 2.449489742783178, PD: 1.2908206328749172E7
Name: Teonma, Pop. 3420801, Seats: 1, D: 1.4142135623730951, PD: 2418871.584189723
Name: Atusce, Pop. 41144991, Seats: 2, D: 2.449489742783178, PD: 1.679737223690103E7
Name: Teceon, Pop. 31620913, Seats: 2, D: 2.449489742783178, PD: 1.2909183675156543E7
Name: Cereesqubi, Pop. 35327999, Seats: 2, D: 2.449489742783178, PD: 1.4422595197259063E7
Name: Veleor, Pop. 20389743, Seats: 1, D: 1.4142135623730951, PD: 1.4417725541950937E7
Name: Diriorri, Pop. 40493631, Seats: 2, D: 2.449489742783178, PD: 1.653145563042449E7
Name: Masoce, Pop. 188563093, Seats: 10, D: 10.488088481701515, PD: 1.7978785488793742E7
Name: Inlace, Pop. 40362551, Seats: 2, D: 2.449489742783178, PD: 1.6477942444510486E7
Name: Useris, Pop. 3477888, Seats: 1, D: 1.4142135623730951, PD: 2459238.189007319
Name: Letian, Pop. 167207863, Seats: 9, D: 9.486832980505138, PD: 1.7625256325646497E7
Name: Ditied, Pop. 3146254, Seats: 1, D: 1.4142135623730951, PD: 2224737.5387353
Name: Onones, Pop. 31205109, Seats: 2, D: 2.449489742783178, PD: 1.2739432402988506E7
Name: Zaleriis, Pop. 30049183, Seats: 2, D: 2.449489742783178, PD: 1.2267527589585776E7
Name: Lelaer, Pop. 38631134, Seats: 2, D: 2.449489742783178, PD: 1.5771094414180417E7
Name: Lageon, Pop. 19529499, Seats: 1, D: 1.4142135623730951, PD: 1.3809441176075898E7
Name: Atreeda Soveed, Pop. 32530125, Seats: 2, D: 2.449489742783178, PD: 1.3280367919825774E7
Name: Vebiar, Pop. 22849089, Seats: 1, D: 1.4142135623730951, PD: 1.615674577583495E7
Name: Maena, Pop. 39330126, Seats: 2, D: 2.449489742783178, PD: 1.6056456703228332E7
Name: Bigele, Pop. 30515772, Seats: 2, D: 2.449489742783178, PD: 1.2458011751185019E7
Name: Inatve, Pop. 34053577, Seats: 2, D: 2.449489742783178, PD: 1.3902314594429526E7
Name: Esatve, Pop. 4385407, Seats: 1, D: 1.4142135623730951, PD: 3100951.027962954
Name: Latiared, Pop. 2748054, Seats: 1, D: 1.4142135623730951, PD: 1943167.6184668166
Name: Aninat, Pop. 3270185, Seats: 1, D: 1.4142135623730951, PD: 2312369.98923453
Name: Bemaqu, Pop. 246044340, Seats: 13, D: 13.490737563232042, PD: 1.8238019889333162E7
Name: Soonanra, Pop. 3670494, Seats: 1, D: 1.4142135623730951, PD: 2595431.1977045354
Name: Bere, Pop. 28911496, Seats: 2, D: 2.449489742783178, PD: 1.1803068816752816E7
Name: Aquce, Pop. 2961286, Seats: 1, D: 1.4142135623730951, PD: 2093945.4116327865
Name: Ingeis, Pop. 39311397, Seats: 2, D: 2.449489742783178, PD: 1.6048810620996235E7
Name: Biquso, Pop. 2472053, Seats: 1, D: 1.4142135623730951, PD: 1748005.4397525482
Name: Usla, Pop. 3451404, Seats: 1, D: 1.4142135623730951, PD: 2440511.173014375
Name: Orenar, Pop. 28119420, Seats: 2, D: 2.449489742783178, PD: 1.147970514383536E7
Name: Gebexexe, Pop. 49806062, Seats: 3, D: 3.4641016151377544, PD: 1.4377771651487596E7
Name: Reveesti, Pop. 3163391, Seats: 1, D: 1.4142135623730951, PD: 2236855.227644494
Name: Qugeor, Pop. 29612325, Seats: 2, D: 2.449489742783178, PD: 1.2089181057910314E7
Name: Lezaaris, Pop. 29926868, Seats: 2, D: 2.449489742783178, PD: 1.2217592699937688E7
Name: Raveis, Pop. 2956742, Seats: 1, D: 1.4142135623730951, PD: 2090732.3184190749
Name: Leined, Pop. 3461344, Seats: 1, D: 1.4142135623730951, PD: 2447539.814419369
Name: Isatus, Pop. 1932551, Seats: 1, D: 1.4142135623730951, PD: 1366519.9170888434
Name: Bionin Soora, Pop. 22153459, Seats: 1, D: 1.4142135623730951, PD: 1.566486108563815E7
Name: Ria, Pop. 35594220, Seats: 2, D: 2.449489742783178, PD: 1.4531279465394644E7
Name: Lezaesin, Pop. 1525836, Seats: 1, D: 1.4142135623730951, PD: 1078928.9825785568
Name: Lalace, Pop. 4103501, Seats: 1, D: 1.4142135623730951, PD: 2901613.383705779
Name: Sovebier, Pop. 34919297, Seats: 2, D: 2.449489742783178, PD: 1.4255743304449901E7
Name: Erente, Pop. 32958268, Seats: 2, D: 2.449489742783178, PD: 1.3455156567649843E7
Name: Ertidi, Pop. 2049681, Seats: 1, D: 1.4142135623730951, PD: 1449343.3343692238
Name: Usus, Pop. 2902019, Seats: 1, D: 1.4142135623730951, PD: 2052037.3140322033
Name: Reusce, Pop. 2305023, Seats: 1, D: 1.4142135623730951, PD: 1629897.3940909593
Name: Raenxevere, Pop. 29912661, Seats: 2, D: 2.449489742783178, PD: 1.2211792716475068E7
Name: Leraquen, Pop. 32974379, Seats: 2, D: 2.449489742783178, PD: 1.3461733855857506E7
Name: Isle, Pop. 28050547, Seats: 2, D: 2.449489742783178, PD: 1.1451587859326242E7
Name: Edusla, Pop. 40584507, Seats: 2, D: 2.449489742783178, PD: 1.6568555602068683E7
Name: Rianqu, Pop. 28676526, Seats: 2, D: 2.449489742783178, PD: 1.170714271594252E7
Name: Leesma, Pop. 3367439, Seats: 1, D: 1.4142135623730951, PD: 2381138.952132046
Name: Birila, Pop. 3385529, Seats: 1, D: 1.4142135623730951, PD: 2393930.5138037107
Name: Oranus, Pop. 36920504, Seats: 2, D: 2.449489742783178, PD: 1.5072732641064217E7
Name: Isantien, Pop. 301688445, Seats: 16, D: 16.492422502470642, PD: 1.829254889357859E7
Name: Enbexedi, Pop. 13023286, Seats: 1, D: 1.4142135623730951, PD: 9208853.843931828
Name: Aerberi, Pop. 32704564, Seats: 2, D: 2.449489742783178, PD: 1.3351582343365999E7
Name: Usisso, Pop. 36531930, Seats: 2, D: 2.449489742783178, PD: 1.4914097969845513E7
Name: Leari, Pop. 19657939, Seats: 1, D: 1.4142135623730951, PD: 1.3900261971051497E7
Name: Tidire, Pop. 4668286, Seats: 1, D: 1.4142135623730951, PD: 3300976.687118223
Name: Biisso, Pop. 3202306, Seats: 1, D: 1.4142135623730951, PD: 2264372.2880343683
Name: Leedle, Pop. 34601542, Seats: 2, D: 2.449489742783178, PD: 1.4126020368913557E7
Name: Esridisoa, Pop. 33249220, Seats: 2, D: 2.449489742783178, PD: 1.3573937224256884E7
Name: Zaesis, Pop. 228779648, Seats: 12, D: 12.489995996796797, PD: 1.8317031331208847E7
Name: Teonle, Pop. 28544981, Seats: 2, D: 2.449489742783178, PD: 1.1653439694573453E7
Name: Inleri, Pop. 33325072, Seats: 2, D: 2.449489742783178, PD: 1.360490367358515E7
Name: Edenat, Pop. 4320144, Seats: 1, D: 1.4142135623730951, PD: 3054803.118102376
Name: Orlaen, Pop. 21011201, Seats: 1, D: 1.4142135623730951, PD: 1.4857162707973568E7
Name: Mauser, Pop. 191904172, Seats: 10, D: 10.488088481701515, PD: 1.8297344872215148E7
Name: Zaleti, Pop. 231722741, Seats: 12, D: 12.489995996796797, PD: 1.8552667355492186E7
Name: Belace, Pop. 3179585, Seats: 1, D: 1.4142135623730951, PD: 2248306.1148590287
Name: Esreed, Pop. 2691140, Seats: 1, D: 1.4142135623730951, PD: 1902923.3431223654
Name: Atlebi, Pop. 28667310, Seats: 2, D: 2.449489742783178, PD: 1.1703380299697606E7
Name: Rasore, Pop. 3890589, Seats: 1, D: 1.4142135623730951, PD: 2751061.8647097885
Name: Biraen, Pop. 38804011, Seats: 2, D: 2.449489742783178, PD: 1.5841671153890938E7
Name: Aresxema, Pop. 18917486, Seats: 1, D: 1.4142135623730951, PD: 1.3376682633601576E7
Name: Enbeen, Pop. 37754268, Seats: 2, D: 2.449489742783178, PD: 1.541311536871453E7
Name: Oneded, Pop. 34707971, Seats: 2, D: 2.449489742783178, PD: 1.4169469826219335E7
Name: Inusti, Pop. 1869144, Seats: 1, D: 1.4142135623730951, PD: 1321684.397414148
Name: Enened, Pop. 2424333, Seats: 1, D: 1.4142135623730951, PD: 1714262.3041543262
Name: Getiquti, Pop. 32360319, Seats: 2, D: 2.449489742783178, PD: 1.3211044910615267E7
Name: Veondi, Pop. 2508410, Seats: 1, D: 1.4142135623730951, PD: 1773713.7209961475
Name: Vearribi, Pop. 3398950, Seats: 1, D: 1.4142135623730951, PD: 2403420.5939140157
Name: Iszacete Maaer, Pop. 3386832, Seats: 1, D: 1.4142135623730951, PD: 2394851.873939597
Name: Ausat, Pop. 16261145, Seats: 1, D: 1.4142135623730951, PD: 1.1498365899357721E7
Name: Beindi, Pop. 32923692, Seats: 2, D: 2.449489742783178, PD: 1.3441040974758765E7
Name: Xeesreti, Pop. 4100133, Seats: 1, D: 1.4142135623730951, PD: 2899231.8480667425
Name: Laenri, Pop. 3548958, Seats: 1, D: 1.4142135623730951, PD: 2509492.267946247
Name: Zagere, Pop. 33702453, Seats: 2, D: 2.449489742783178, PD: 1.3758968821688693E7
Name: Erre, Pop. 3423450, Seats: 1, D: 1.4142135623730951, PD: 2420744.710053086
Name: Eraso, Pop. 18218804, Seats: 1, D: 1.4142135623730951, PD: 1.2882639853508595E7
Name: Zaorri, Pop. 3598203, Seats: 1, D: 1.4142135623730951, PD: 2544313.741385779
Name: Vequ, Pop. 222818375, Seats: 12, D: 12.489995996796797, PD: 1.783974751129979E7
Name: Quvedi, Pop. 24010285, Seats: 1, D: 1.4142135623730951, PD: 1.6977835341721643E7
Name: Onerdi, Pop. 359553244, Seats: 19, D: 19.493588689617926, PD: 1.8444692238299567E7
Name: Onedar, Pop. 2706410, Seats: 1, D: 1.4142135623730951, PD: 1913720.863671084
Name: Veintive, Pop. 28547121, Seats: 2, D: 2.449489742783178, PD: 1.1654313345915046E7
Name: Letearza, Pop. 3245618, Seats: 1, D: 1.4142135623730951, PD: 2294998.49694112
Name: Anor, Pop. 31138525, Seats: 2, D: 2.449489742783178, PD: 1.271224959881626E7
Name: Bienon, Pop. 16625281, Seats: 1, D: 1.4142135623730951, PD: 1.1755848934231864E7
Name: Orteen Leente, Pop. 2795440, Seats: 1, D: 1.4142135623730951, PD: 1976674.5804001223
Name: Qumaeda, Pop. 3026282, Seats: 1, D: 1.4142135623730951, PD: 2139904.523982787
Name: Ises, Pop. 30810850, Seats: 2, D: 2.449489742783178, PD: 1.2578476840238515E7
Name: Cela, Pop. 2769762, Seats: 1, D: 1.4142135623730951, PD: 1958517.4924728142
Name: Atsole, Pop. 28101525, Seats: 2, D: 2.449489742783178, PD: 1.1472399540677508E7
Name: Biveed, Pop. 37069181, Seats: 2, D: 2.449489742783178, PD: 1.5133429772145513E7
Name: Armaon, Pop. 31660437, Seats: 2, D: 2.449489742783178, PD: 1.2925319280588837E7
Name: Raonceor, Pop. 36132556, Seats: 2, D: 2.449489742783178, PD: 1.4751054217089798E7
Name: Beisratees, Pop. 2051607, Seats: 1, D: 1.4142135623730951, PD: 1450705.2220297891
Name: Eratedbe, Pop. 28005707, Seats: 2, D: 2.449489742783178, PD: 1.1433282005981842E7
Name: Bizabi, Pop. 32047324, Seats: 2, D: 2.449489742783178, PD: 1.308326523694153E7
Name: Ededge, Pop. 27315987, Seats: 2, D: 2.449489742783178, PD: 1.1151704995083107E7
Name: Mazaon, Pop. 1798386, Seats: 1, D: 1.4142135623730951, PD: 1271650.9357909504
Name: Ceonar, Pop. 28263453, Seats: 2, D: 2.449489742783178, PD: 1.1538506369855741E7
Name: Arxela, Pop. 2765898, Seats: 1, D: 1.4142135623730951, PD: 1955785.2318703092
Name: Geedorisxe, Pop. 2468341, Seats: 1, D: 1.4142135623730951, PD: 1745380.6593807838
Name: Edvear, Pop. 27877927, Seats: 2, D: 2.449489742783178, PD: 1.138111603942637E7
Name: Ritier, Pop. 19854906, Seats: 1, D: 1.4142135623730951, PD: 1.4039538672421468E7
Name: Usrama, Pop. 29564158, Seats: 2, D: 2.449489742783178, PD: 1.2069516962503541E7
Name: Oranra, Pop. 3339850, Seats: 1, D: 1.4142135623730951, PD: 2361630.5831458904
Name: Riesat, Pop. 33355157, Seats: 2, D: 2.449489742783178, PD: 1.3617185823403755E7
Name: Xetean, Pop. 19478633, Seats: 1, D: 1.4142135623730951, PD: 1.3773473482544063E7
